#Lao Bible (ฉบับอักษรลาว) Mien Bible (Lao Script) © 2007 Thailand Bible Society, 2007.
#no sort
GEN 1:1	@<p-n>ປະ​ຖົ​ມະ​ການ 1:1</p-n>	ຕົ້ງ ທສໍ ທິນ-ຮູ່ງ ເຕສີ໋ຍ ລູ່ງ ເຕສີ໋ຍ ເດົາ.
GEN 1:2	@<p-n>ປະ​ຖົ​ມະ​ການ 1:2</p-n>	ປ້າມ ເກນ ໄມ້ ມ່າຍ ຫາຍ ຫຍູ່ງ ໂມວ ເຕສີ໊ຍ, ຢ່າ ໄມ້ ມ່າຍ ຢຽດ ຫຍູ່ງ ກະນ້າຍ ຢຽມ. ວວມ ກູ້ ຫງວ່າຍ ມັບ ຫຮມວັງ ເຍີຍ. ທິນ-ຮູ່ງ ເຍີຍ ສີງ ລີ່ງ ຢຽມ ວວມ ກູ້ ຫງວ່າຍ ໂຢ້ວ ມີ່ງ ໂຢ້ວ ຕ້າຍ.
GEN 1:3	@<p-n>ປະ​ຖົ​ມະ​ການ 1:3</p-n>	ທິນ-ຮູ່ງ ກ໊ອງ, “ອ໋ອຍ ຕສຸ ມ່າຍ ອຈັງ ທສວດ ຕ້າຍ.” ອຈັງ ຕສ່ຽວ ທສວດ ຕ້າຍ ອ໊ະ.
GEN 1:4	@<p-n>ປະ​ຖົ​ມະ​ການ 1:4</p-n>	ທິນ-ຮູ່ງ ປວັດ ອຈັງ ເຊ ຫລົງ ເຍີຍ, ຢ່າ ເຕສ໊າະ ອຈັງ ເຖສົາ ຫຮມວັງ ປຸນ ອກອຍ.
GEN 1:5	@<p-n>ປະ​ຖົ​ມະ​ການ 1:5</p-n>	ອຈັງ ນິ່ນ ເຫ່ວ “ລູ່ງ ຮນອຍ ຕສັ່ນ.” ຫຮມວັງ ແອ໊ະ, ເຫ່ວ “ລູ່ງ ມ໌ວນ ຕສັ່ນ.” ມ່າຍ ລູ່ງ ຫຮມວັງ ຢ່າ ມ່າຍ ລູ່ງ ດອມ. ນ້າຍ ເຊ ຕະຢ໊ຽດ ຮນອຍ.
GEN 1:6	@<p-n>ປະ​ຖົ​ມະ​ການ 1:6</p-n>	ທິນ-ຮູ່ງ ແອ໋ງ ກ໊ອງ, “ອ໋ອຍ ຕສຸ ມ່າຍ ຫຍູ່ງ ກະນ້າຍ ຕສ໋າວ ຈ໊ຽນ ປຸນ ອກອຍ ກູ້ ຫງວ່າຍ ເຍີຍ ວວມ ເຖສົາ ກະເດ໊ຍ ເຍີຍ ວວມ.”
GEN 1:7	@<p-n>ປະ​ຖົ​ມະ​ການ 1:7</p-n>	ທິນ-ຮູ່ງ ຕສ່ຽວ ເຕສີ໋ຍ ທສວດ ວົ້ວ ຫຍູ່ງ ກະນ້າຍ ຕ້າຍ ປຸນ ອກອຍ ວວມ. ມ່າຍ ເຕີ໋ຍ ຢຽມ ວົ້ວ ຫຍູ່ງ ກະນ້າຍ ກູ້ ຫງວ່າຍ. ມ່າຍ ເຕີ໋ຍ ຢຽມ ກະເດ໊ຍ. ຕສ່ຽວ ຕສະເກ້ງ ຮນັ້ງ ໜ່າຍ.
GEN 1:8	@<p-n>ປະ​ຖົ​ມະ​ການ 1:8</p-n>	ວົ້ວ ຫຍູ່ງ ກະນ້າຍ ທິນ-ຮູ່ງ ເຫ່ວ “ລູ່ງ.” ມ່າຍ ລູ່ງ ຫຮມວັງ ຢ່າ ມ່າຍ ລູ່ງ ດອມ. ນ້າຍ ເຊ ຕະເຫຍີ່ຍ ຮນອຍ.
GEN 1:9	@<p-n>ປະ​ຖົ​ມະ​ການ 1:9</p-n>	ທິນ-ຮູ່ງ ແອ໋ງ ກ໊ອງ, “ລູ່ງ ເດ໊ຍ ເຍີຍ ວວມ ອ໋ອຍ ຕສຸ ກັ໊ບ ຈ໊ຽນ ຢຽມ ຕສຸ໊ນ ຢຽດ ນອມ ຕ໋ອງ ປຸນ ເດົາ ທສວດ ຕ້າຍ.” ຕສ່ຽວ ຕສະເກ້ງ ຮນັ້ງ ໜ່າຍ.
GEN 1:10	@<p-n>ປະ​ຖົ​ມະ​ການ 1:10</p-n>	ໄມ້ ມ່າຍ ວວມ ເຍີຍ ຕ໋ອງ, ທິນ-ຮູ່ງ ເຫ່ວ “ເດົາ.” ວວມ ກັ໊ບ ຕສຸ໊ນ ເຍີຍ ຕ໋ອງ, ນິ່ນ ເຫ່ວ “ຄ້ອຍ.” ທິນ-ຮູ່ງ ປວັດ ເຊ ຫລົງ ເຍີຍ.
GEN 1:11	@<p-n>ປະ​ຖົ​ມະ​ການ 1:11</p-n>	ທິນ-ຮູ່ງ ແອ໋ງ ກ໊ອງ, “ເດົາ-ເປີ້ຍ ອ໋ອຍ ຕສຸ ທສວດ ເມ້ຍ ທສວດ ດຢັ໋ງ, ເຊ ທສວດ ມ່າຍ ຍິມ ເຍີຍ ໄລ-ເມ້ຍ ເຖສົາ ຕສຢັ້ງ ປ໊ຽວ ມ່າຍ ຍິມ ເຍີຍ ດຢັ໋ງ, ຢຽດ ຫຍູ່ງ ມ່າຍ ຢຽດ ຫຍູ່ງ ເຍີຍ ປ໊ວນ.” ຕສ່ຽວ ຕສະເກ້ງ ຮນັ້ງ ໜ່າຍ.
GEN 1:12	@<p-n>ປະ​ຖົ​ມະ​ການ 1:12</p-n>	ເດົາ ທສວດ ເມ້ຍ, ເຊ ທສວດ ໄລ-ເມ້ຍ ມ່າຍ ຍິມ ຕສິ໋ວ ກັ້ນ ເຍີຍ ປ໊ວນ ຢ່າ ທສວດ ຕສຢັ້ງ ປ໊ຽວ ເຍີຍ ດຢັ໋ງ ມ່າຍ ຍິມ ຕສິ໋ວ ກັ້ນ ເຍີຍ ປ໊ວນ. ທິນ-ຮູ່ງ ປວັດ ເຊ ຫລົງ ເຍີຍ.
